 
Zone db temperature (degC)
For zone: room
 
#Time "Base case       ","U01 0.33        ","U01 0.60        ","U01 0.90        ","U01 1.37        ","U01 3.16        ","U01 0.89        ","U01-0.62        ","U01 1.30        ","M-C run:   9    ",
57.52604,10.4828,10.5027,10.4883,10.4925,10.4975,10.5050,10.5328,10.4972,10.4726,10.5038
57.53645,10.6199,10.6390,10.6252,10.6292,10.6340,10.6412,10.6679,10.6337,10.6102,10.6401
57.54687,10.7314,10.7495,10.7364,10.7402,10.7448,10.7517,10.7773,10.7445,10.7221,10.7506
57.55729,10.7932,10.8105,10.7980,10.8016,10.8060,10.8126,10.8372,10.8057,10.7844,10.8115
57.56770,10.7934,10.8100,10.7980,10.8015,10.8056,10.8120,10.8356,10.8054,10.7852,10.8109
57.57812,10.7450,10.7609,10.7494,10.7527,10.7567,10.7628,10.7857,10.7565,10.7372,10.7618
57.58854,10.6674,10.6827,10.6716,10.6748,10.6786,10.6845,10.7069,10.6784,10.6599,10.6836
57.59895,10.5899,10.6045,10.5939,10.5969,10.6006,10.6063,10.6282,10.6004,10.5828,10.6054
57.60937,10.5349,10.5489,10.5387,10.5416,10.5452,10.5507,10.5719,10.5450,10.5282,10.5498
57.61979,10.4974,10.5106,10.5010,10.5037,10.5070,10.5122,10.5328,10.5069,10.4913,10.5114
57.63020,10.4624,10.4745,10.4657,10.4681,10.4712,10.4761,10.4956,10.4711,10.4569,10.4753
57.64062,10.4204,10.4313,10.4233,10.4255,10.4283,10.4327,10.4508,10.4281,10.4155,10.4320
57.65104,10.3714,10.3810,10.3739,10.3759,10.3783,10.3823,10.3989,10.3782,10.3674,10.3816
57.66145,10.3200,10.3281,10.3221,10.3237,10.3258,10.3292,10.3443,10.3257,10.3168,10.3287
57.67187,10.2741,10.2807,10.2758,10.2771,10.2788,10.2817,10.2950,10.2787,10.2718,10.2812
57.68229,10.2417,10.2468,10.2429,10.2439,10.2453,10.2476,10.2591,10.2452,10.2402,10.2472
57.69270,10.2168,10.2203,10.2176,10.2182,10.2192,10.2210,10.2306,10.2191,10.2161,10.2207
57.70312,10.1920,10.1940,10.1924,10.1927,10.1933,10.1945,10.2023,10.1932,10.1922,10.1943
57.71354,10.1632,10.1638,10.1631,10.1631,10.1634,10.1641,10.1700,10.1633,10.1642,10.1639
57.72395,10.1270,10.1261,10.1266,10.1263,10.1261,10.1263,10.1303,10.1261,10.1288,10.1263
57.73437,10.0882,10.0859,10.0874,10.0867,10.0863,10.0859,10.0881,10.0863,10.0908,10.0859
57.74479,10.0502,10.0465,10.0490,10.0480,10.0473,10.0464,10.0467,10.0473,10.0534,10.0465
57.75520,9.9362,9.9312,9.9346,9.9334,9.9323,9.9309,9.9296,9.9323,9.9401,9.9311
57.76562,9.7324,9.7262,9.7305,9.7290,9.7276,9.7258,9.7228,9.7277,9.7369,9.7261
57.77604,9.5884,9.5813,9.5863,9.5846,9.5829,9.5807,9.5762,9.5830,9.5935,9.5810
57.78645,9.5303,9.5222,9.5279,9.5260,9.5241,9.5215,9.5157,9.5242,9.5357,9.5219
57.79687,9.4912,9.4824,9.4886,9.4866,9.4845,9.4817,9.4747,9.4846,9.4970,9.4821
57.80729,9.4664,9.4571,9.4637,9.4616,9.4594,9.4563,9.4485,9.4594,9.4723,9.4568
57.81770,9.4498,9.4403,9.4471,9.4449,9.4426,9.4395,9.4312,9.4427,9.4558,9.4400
57.82812,9.4355,9.4257,9.4327,9.4305,9.4282,9.4249,9.4161,9.4282,9.4417,9.4254
57.83854,9.4152,9.4049,9.4122,9.4099,9.4075,9.4040,9.3944,9.4076,9.4215,9.4045
57.84895,9.3777,9.3672,9.3747,9.3724,9.3699,9.3663,9.3561,9.3700,9.3842,9.3668
57.85937,9.3283,9.3178,9.3253,9.3230,9.3205,9.3169,9.3064,9.3206,9.3347,9.3174
57.86979,9.2754,9.2651,9.2725,9.2702,9.2677,9.2641,9.2534,9.2678,9.2818,9.2646
57.88020,9.2264,9.2157,9.2234,9.2210,9.2184,9.2147,9.2034,9.2185,9.2329,9.2153
57.89062,9.1885,9.1776,9.1855,9.1830,9.1804,9.1765,9.1650,9.1805,9.1951,9.1771
57.90104,9.1585,9.1477,9.1555,9.1530,9.1504,9.1466,9.1351,9.1505,9.1650,9.1472
57.91145,9.1307,9.1200,9.1277,9.1253,9.1227,9.1190,9.1075,9.1228,9.1369,9.1196
57.92187,9.0978,9.0874,9.0949,9.0926,9.0901,9.0864,9.0751,9.0902,9.1038,9.0870
57.93229,9.0514,9.0415,9.0487,9.0464,9.0440,9.0405,9.0294,9.0441,9.0572,9.0411
57.94270,8.9946,8.9851,8.9920,8.9898,8.9875,8.9842,8.9734,8.9876,9.0001,8.9847
57.95312,8.9338,8.9247,8.9313,8.9292,8.9270,8.9238,8.9134,8.9271,8.9390,8.9243
57.96354,8.8753,8.8667,8.8730,8.8710,8.8689,8.8658,8.8558,8.8690,8.8803,8.8663
57.97395,8.8256,8.8174,8.8234,8.8215,8.8196,8.8167,8.8072,8.8196,8.8302,8.8171
57.98437,8.7815,8.7741,8.7795,8.7778,8.7761,8.7734,8.7647,8.7761,8.7857,8.7738
57.99479,8.7381,8.7315,8.7364,8.7349,8.7333,8.7309,8.7231,8.7334,8.7418,8.7313
 
58.00520,8.6973,8.6916,8.6958,8.6945,8.6931,8.6910,8.6842,8.6932,8.7006,8.6914
58.01562,8.6622,8.6574,8.6609,8.6598,8.6586,8.6569,8.6510,8.6587,8.6649,8.6571
58.02604,8.6307,8.6268,8.6297,8.6288,8.6278,8.6264,8.6216,8.6279,8.6328,8.6266
58.03645,8.6000,8.5971,8.5993,8.5986,8.5979,8.5968,8.5932,8.5979,8.6016,8.5970
58.04687,8.5667,8.5648,8.5663,8.5658,8.5654,8.5647,8.5622,8.5654,8.5677,8.5648
58.05729,8.5272,8.5264,8.5271,8.5268,8.5267,8.5263,8.5252,8.5266,8.5277,8.5264
58.06770,8.4835,8.4838,8.4837,8.4837,8.4838,8.4839,8.4840,8.4838,8.4833,8.4838
58.07812,8.4388,8.4402,8.4393,8.4395,8.4399,8.4404,8.4419,8.4398,8.4380,8.4403
58.08854,8.3962,8.3987,8.3970,8.3975,8.3982,8.3991,8.4021,8.3981,8.3947,8.3989
58.09895,8.3592,8.3630,8.3604,8.3611,8.3621,8.3635,8.3680,8.3620,8.3571,8.3632
58.10937,8.3258,8.3308,8.3273,8.3283,8.3296,8.3314,8.3374,8.3295,8.3230,8.3311
58.11979,8.2928,8.2991,8.2947,8.2960,8.2976,8.2998,8.3074,8.2975,8.2894,8.2995
58.13020,8.2633,8.2708,8.2655,8.2671,8.2690,8.2717,8.2808,8.2688,8.2592,8.2712
58.14062,8.2405,8.2492,8.2431,8.2449,8.2471,8.2502,8.2610,8.2469,8.2358,8.2497
58.15104,8.2219,8.2318,8.2248,8.2268,8.2293,8.2329,8.2452,8.2292,8.2164,8.2323
58.16145,8.2043,8.2154,8.2075,8.2099,8.2126,8.2167,8.2305,8.2125,8.1982,8.2160
58.17187,8.1819,8.1943,8.1855,8.1881,8.1912,8.1957,8.2112,8.1910,8.1752,8.1950
58.18229,8.1479,8.1615,8.1518,8.1547,8.1580,8.1630,8.1801,8.1579,8.1405,8.1622
58.19270,8.1065,8.1213,8.1107,8.1139,8.1175,8.1230,8.1416,8.1173,8.0984,8.1221
58.20312,8.0639,8.0800,8.0685,8.0719,8.0759,8.0818,8.1021,8.0757,8.0551,8.0809
58.21354,8.0210,8.0383,8.0259,8.0296,8.0339,8.0403,8.0623,8.0337,8.0115,8.0393
58.22395,7.9780,7.9966,7.9833,7.9873,7.9919,7.9988,8.0225,7.9917,7.9678,7.9977
58.23437,7.9349,7.9549,7.9406,7.9448,7.9498,7.9571,7.9825,7.9495,7.9241,7.9560
58.24479,7.8915,7.9128,7.8976,7.9021,7.9074,7.9152,7.9423,7.9071,7.8800,7.9140
58.25520,7.8503,7.8728,7.8567,7.8615,7.8671,7.8754,7.9042,7.8668,7.8381,7.8741
58.26562,7.8138,7.8376,7.8206,7.8256,7.8315,7.8403,7.8708,7.8312,7.8009,7.8389
58.27604,7.7800,7.8050,7.7871,7.7924,7.7986,7.8079,7.8400,7.7983,7.7665,7.8064
58.28645,7.7466,7.7728,7.7540,7.7596,7.7661,7.7758,7.8096,7.7658,7.7324,7.7743
58.29687,7.7158,7.7433,7.7236,7.7294,7.7362,7.7464,7.7818,7.7359,7.7010,7.7448
58.30729,7.6970,7.7256,7.7051,7.7112,7.7183,7.7289,7.7659,7.7179,7.6815,7.7272
58.31770,7.7004,7.7302,7.7088,7.7152,7.7225,7.7335,7.7721,7.7221,7.6844,7.7318
58.32812,7.7237,7.7546,7.7324,7.7390,7.7466,7.7580,7.7980,7.7462,7.7071,7.7562
58.33854,7.8399,7.8714,7.8488,7.8555,7.8633,7.8750,7.9160,7.8629,7.8230,7.8731
58.34895,8.0718,8.1047,8.0810,8.0880,8.0961,8.1084,8.1509,8.0957,8.0544,8.1064
58.35937,8.2474,8.2827,8.2572,8.2647,8.2735,8.2868,8.3320,8.2730,8.2289,8.2846
58.36979,8.3129,8.3498,8.3232,8.3311,8.3403,8.3540,8.4016,8.3398,8.2932,8.3518
58.38020,8.3621,8.3999,8.3727,8.3808,8.3901,8.4041,8.4531,8.3897,8.3417,8.4019
58.39062,8.4197,8.4586,8.4306,8.4390,8.4486,8.4629,8.5134,8.4481,8.3988,8.4607
58.40104,8.4786,8.5186,8.4898,8.4984,8.5083,8.5231,8.5751,8.5078,8.4570,8.5208
58.41145,8.5392,8.5804,8.5508,8.5596,8.5697,8.5850,8.6385,8.5692,8.5171,8.5826
58.42187,8.5998,8.6420,8.6117,8.6207,8.6311,8.6468,8.7017,8.6306,8.5772,8.6443
58.43229,8.6571,8.7003,8.6692,8.6784,8.6891,8.7051,8.7614,8.6886,8.6339,8.7026
58.44270,8.7126,8.7567,8.7250,8.7344,8.7453,8.7617,8.8192,8.7447,8.6889,8.7591
58.45312,8.7691,8.8141,8.7817,8.7913,8.8024,8.8191,8.8779,8.8019,8.7450,8.8165
58.46354,8.8243,8.8700,8.8371,8.8469,8.8582,8.8752,8.9351,8.8576,8.7998,8.8725
58.47395,8.8746,8.9211,8.8876,8.8976,8.9091,8.9263,8.9873,8.9085,8.8498,8.9236
58.48437,8.9218,8.9689,8.9350,8.9451,8.9567,8.9742,9.0362,8.9561,8.8967,8.9715
58.49479,8.9689,9.0165,8.9822,8.9924,9.0041,9.0219,9.0846,9.0036,8.9435,9.0191
58.50520,9.0110,9.0588,9.0244,9.0346,9.0464,9.0642,9.1275,9.0458,8.9856,9.0614
58.51562,9.0415,9.0895,9.0549,9.0651,9.0770,9.0949,9.1585,9.0764,9.0161,9.0920
58.52604,9.0645,9.1125,9.0779,9.0881,9.1000,9.1180,9.1819,9.0994,9.0391,9.1151
58.53645,9.0854,9.1335,9.0988,9.1091,9.1210,9.1389,9.2030,9.1204,9.0601,9.1361
58.54687,9.1063,9.1542,9.1196,9.1299,9.1417,9.1597,9.2239,9.1411,9.0811,9.1568
58.55729,9.1284,9.1761,9.1417,9.1518,9.1637,9.1815,9.2457,9.1631,9.1033,9.1787
58.56770,9.1491,9.1965,9.1623,9.1724,9.1841,9.2019,9.2659,9.1835,9.1242,9.1991
58.57812,9.1671,9.2142,9.1802,9.1902,9.2019,9.2195,9.2834,9.2013,9.1425,9.2167
58.58854,9.1835,9.2300,9.1964,9.2063,9.2178,9.2353,9.2987,9.2172,9.1591,9.2325
58.59895,9.1976,9.2433,9.2102,9.2199,9.2313,9.2485,9.3111,9.2307,9.1736,9.2458
58.60937,9.2081,9.2531,9.2206,9.2301,9.2413,9.2582,9.3199,9.2407,9.1847,9.2555
58.61979,9.2158,9.2599,9.2280,9.2374,9.2483,9.2650,9.3257,9.2478,9.1930,9.2623
58.63020,9.2189,9.2620,9.2308,9.2399,9.2507,9.2670,9.3267,9.2501,9.1966,9.2644
58.64062,9.2142,9.2563,9.2258,9.2348,9.2452,9.2612,9.3198,9.2447,9.1925,9.2587
58.65104,9.2035,9.2445,9.2148,9.2235,9.2337,9.2493,9.3067,9.2332,9.1824,9.2468
58.66145,9.1894,9.2294,9.2004,9.2089,9.2188,9.2340,9.2902,9.2183,9.1690,9.2316
58.67187,9.1748,9.2136,9.1854,9.1937,9.2033,9.2181,9.2730,9.2029,9.1550,9.2158
58.68229,9.1622,9.1999,9.1725,9.1805,9.1899,9.2043,9.2578,9.1894,9.1431,9.2020
58.69270,9.1500,9.1865,9.1600,9.1677,9.1768,9.1908,9.2429,9.1764,9.1315,9.1886
58.70312,9.1362,9.1715,9.1459,9.1533,9.1622,9.1757,9.2264,9.1617,9.1184,9.1735
58.71354,9.1220,9.1561,9.1313,9.1385,9.1470,9.1601,9.2094,9.1466,9.1048,9.1580
58.72395,9.1098,9.1428,9.1188,9.1258,9.1340,9.1467,9.1945,9.1336,9.0933,9.1447
58.73437,9.1008,9.1326,9.1094,9.1162,9.1241,9.1364,9.1828,9.1237,9.0848,9.1344
58.74479,9.0937,9.1244,9.1020,9.1085,9.1162,9.1280,9.1730,9.1158,9.0784,9.1261
58.75520,9.0122,9.0417,9.0202,9.0264,9.0338,9.0452,9.0887,9.0335,8.9975,9.0434
58.76562,8.8453,8.8737,8.8530,8.8590,8.8661,8.8771,8.9191,8.8658,8.8312,8.8753
58.77604,8.7444,8.7717,8.7518,8.7576,8.7644,8.7750,8.8155,8.7640,8.7309,8.7733
58.78645,8.7264,8.7527,8.7335,8.7391,8.7457,8.7559,8.7952,8.7453,8.7134,8.7542
58.79687,8.7103,8.7358,8.7172,8.7226,8.7290,8.7389,8.7770,8.7286,8.6978,8.7373
58.80729,8.6903,8.7150,8.6970,8.7022,8.7084,8.7180,8.7551,8.7081,8.6782,8.7165
58.81770,8.6727,8.6967,8.6792,8.6842,8.6902,8.6995,8.7356,8.6899,8.6610,8.6980
58.82812,8.6576,8.6808,8.6639,8.6688,8.6746,8.6836,8.7186,8.6743,8.6463,8.6822
58.83854,8.6464,8.6688,8.6525,8.6572,8.6628,8.6716,8.7055,8.6625,8.6354,8.6701
58.84895,8.6412,8.6630,8.6471,8.6517,8.6572,8.6657,8.6987,8.6569,8.6306,8.6643
58.85937,8.6402,8.6614,8.6460,8.6504,8.6557,8.6640,8.6962,8.6555,8.6299,8.6627
58.86979,8.6409,8.6615,8.6464,8.6508,8.6559,8.6640,8.6953,8.6557,8.6308,8.6627
58.88020,8.6433,8.6634,8.6488,8.6530,8.6580,8.6659,8.6964,8.6578,8.6335,8.6646
58.89062,8.6481,8.6678,8.6535,8.6576,8.6625,8.6702,8.7000,8.6622,8.6386,8.6689
58.90104,8.6547,8.6739,8.6599,8.6639,8.6687,8.6762,8.7054,8.6685,8.6453,8.6750
58.91145,8.6623,8.6811,8.6674,8.6713,8.6760,8.6834,8.7119,8.6758,8.6531,8.6822
58.92187,8.6728,8.6912,8.6778,8.6816,8.6863,8.6935,8.7215,8.6860,8.6637,8.6923
58.93229,8.6886,8.7067,8.6935,8.6973,8.7019,8.7089,8.7365,8.7016,8.6797,8.7078
58.94270,8.7080,8.7259,8.7129,8.7166,8.7211,8.7281,8.7552,8.7209,8.6992,8.7270
58.95312,8.7294,8.7471,8.7343,8.7379,8.7424,8.7493,8.7759,8.7422,8.7208,8.7482
58.96354,8.7506,8.7681,8.7554,8.7591,8.7635,8.7703,8.7966,8.7632,8.7421,8.7692
58.97395,8.7689,8.7862,8.7737,8.7773,8.7816,8.7883,8.8143,8.7814,8.7604,8.7872
58.98437,8.7858,8.8030,8.7905,8.7941,8.7984,8.8050,8.8307,8.7982,8.7774,8.8040
58.99479,8.8033,8.8203,8.8080,8.8115,8.8158,8.8224,8.8478,8.8156,8.7950,8.8213
 
59.00520,8.8186,8.8355,8.8232,8.8268,8.8310,8.8375,8.8626,8.8308,8.8103,8.8365
59.01562,8.8286,8.8453,8.8332,8.8367,8.8409,8.8473,8.8722,8.8407,8.8203,8.8463
59.02604,8.8357,8.8522,8.8402,8.8437,8.8478,8.8542,8.8788,8.8476,8.8275,8.8532
59.03645,8.8424,8.8588,8.8469,8.8503,8.8545,8.8608,8.8852,8.8542,8.8343,8.8598
59.04687,8.8412,8.8575,8.8457,8.8491,8.8531,8.8594,8.8835,8.8529,8.8331,8.8584
59.05729,8.8239,8.8400,8.8283,8.8317,8.8358,8.8420,8.8658,8.8355,8.8159,8.8410
59.06770,8.7976,8.8135,8.8020,8.8053,8.8093,8.8155,8.8390,8.8091,8.7897,8.8145
59.07812,8.7695,8.7852,8.7738,8.7771,8.7811,8.7872,8.8104,8.7809,8.7617,8.7862
59.08854,8.7487,8.7643,8.7530,8.7563,8.7602,8.7662,8.7892,8.7600,8.7410,8.7652
59.09895,8.7464,8.7617,8.7506,8.7538,8.7576,8.7636,8.7862,8.7574,8.7388,8.7626
59.10937,8.7547,8.7699,8.7589,8.7621,8.7659,8.7717,8.7941,8.7657,8.7473,8.7708
59.11979,8.7645,8.7795,8.7686,8.7718,8.7755,8.7813,8.8034,8.7753,8.7572,8.7803
59.13020,8.7737,8.7884,8.7778,8.7808,8.7845,8.7902,8.8120,8.7843,8.7665,8.7893
59.14062,8.7797,8.7941,8.7836,8.7866,8.7902,8.7958,8.8173,8.7900,8.7726,8.7949
59.15104,8.7834,8.7975,8.7873,8.7902,8.7938,8.7992,8.8203,8.7936,8.7764,8.7984
59.16145,8.7869,8.8007,8.7907,8.7936,8.7970,8.8024,8.8231,8.7968,8.7801,8.8015
59.17187,8.7901,8.8037,8.7938,8.7966,8.8001,8.8053,8.8256,8.7999,8.7834,8.8045
59.18229,8.7930,8.8063,8.7967,8.7995,8.8028,8.8080,8.8279,8.8026,8.7865,8.8071
59.19270,8.7958,8.8088,8.7994,8.8021,8.8053,8.8104,8.8299,8.8052,8.7894,8.8096
59.20312,8.7984,8.8111,8.8019,8.8045,8.8077,8.8127,8.8318,8.8076,8.7922,8.8119
59.21354,8.8009,8.8134,8.8043,8.8069,8.8101,8.8149,8.8337,8.8099,8.7949,8.8141
59.22395,8.8034,8.8156,8.8067,8.8093,8.8123,8.8171,8.8355,8.8122,8.7974,8.8163
59.23437,8.8058,8.8177,8.8090,8.8115,8.8145,8.8192,8.8372,8.8143,8.8000,8.8184
59.24479,8.8081,8.8198,8.8113,8.8137,8.8167,8.8212,8.8389,8.8165,8.8024,8.8205
59.25520,8.7981,8.8095,8.8012,8.8036,8.8065,8.8109,8.8283,8.8063,8.7925,8.8102
59.26562,8.7617,8.7729,8.7648,8.7671,8.7700,8.7743,8.7913,8.7698,8.7563,8.7736
59.27604,8.7086,8.7196,8.7116,8.7139,8.7167,8.7209,8.7376,8.7165,8.7033,8.7202
59.28645,8.6500,8.6607,8.6529,8.6551,8.6579,8.6620,8.6783,8.6577,8.6448,8.6614
59.29687,8.6032,8.6137,8.6061,8.6083,8.6109,8.6150,8.6310,8.6108,8.5981,8.6144
59.30729,8.5949,8.6053,8.5978,8.5999,8.6025,8.6066,8.6223,8.6024,8.5900,8.6059
59.31770,8.6233,8.6334,8.6261,8.6281,8.6307,8.6347,8.6502,8.6306,8.6184,8.6340
59.32812,8.6708,8.6808,8.6736,8.6756,8.6782,8.6821,8.6973,8.6780,8.6660,8.6814
59.33854,8.8091,8.8190,8.8119,8.8139,8.8163,8.8202,8.8352,8.8162,8.8044,8.8196
59.34895,9.0546,9.0642,9.0572,9.0592,9.0616,9.0654,9.0800,9.0615,9.0500,9.0648
59.35937,9.2613,9.2706,9.2639,9.2658,9.2681,9.2718,9.2860,9.2680,9.2569,9.2712
59.36979,9.4192,9.4280,9.4217,9.4235,9.4257,9.4291,9.4426,9.4256,9.4150,9.4286
59.38020,9.6091,9.6172,9.6114,9.6130,9.6151,9.6183,9.6308,9.6150,9.6052,9.6178
59.39062,9.8191,9.8265,9.8212,9.8227,9.8246,9.8275,9.8390,9.8245,9.8156,9.8270
59.40104,10.0269,10.0336,10.0288,10.0301,10.0318,10.0345,10.0448,10.0317,10.0237,10.0340
59.41145,10.2337,10.2397,10.2354,10.2366,10.2381,10.2405,10.2498,10.2380,10.2308,10.2401
59.42187,10.4468,10.4521,10.4483,10.4493,10.4507,10.4528,10.4610,10.4506,10.4443,10.4524
59.43229,10.6643,10.6689,10.6656,10.6665,10.6677,10.6695,10.6767,10.6676,10.6622,10.6692
59.44270,10.8804,10.8843,10.8816,10.8823,10.8833,10.8849,10.8909,10.8833,10.8787,10.8846
59.45312,11.1012,11.1043,11.1021,11.1027,11.1035,11.1047,11.1097,11.1034,11.0998,11.1045
59.46354,11.3311,11.3334,11.3318,11.3322,11.3328,11.3337,11.3375,11.3328,11.3302,11.3336
59.47395,11.5419,11.5432,11.5423,11.5425,11.5429,11.5434,11.5459,11.5428,11.5414,11.5433
59.48437,11.7052,11.7054,11.7053,11.7053,11.7054,11.7056,11.7066,11.7054,11.7053,11.7055
59.49479,11.8354,11.8345,11.8352,11.8349,11.8347,11.8345,11.8342,11.8347,11.8361,11.8346
59.50520,11.9480,11.9462,11.9476,11.9471,11.9467,11.9461,11.9444,11.9467,11.9494,11.9461
59.51562,12.0357,12.0328,12.0349,12.0342,12.0335,12.0326,12.0297,12.0335,12.0376,12.0327
59.52604,12.0993,12.0953,12.0982,12.0972,12.0963,12.0950,12.0909,12.0963,12.1018,12.0952
59.53645,12.1473,12.1422,12.1459,12.1447,12.1435,12.1417,12.1363,12.1435,12.1505,12.1420
59.54687,12.1939,12.1875,12.1921,12.1906,12.1891,12.1869,12.1801,12.1892,12.1978,12.1873
59.55729,12.2641,12.2563,12.2619,12.2601,12.2583,12.2556,12.2473,12.2584,12.2688,12.2560
59.56770,12.3661,12.3570,12.3636,12.3615,12.3593,12.3561,12.3462,12.3594,12.3717,12.3566
59.57812,12.4838,12.4731,12.4808,12.4784,12.4758,12.4721,12.4603,12.4759,12.4903,12.4726
59.58854,12.5974,12.5848,12.5938,12.5910,12.5880,12.5836,12.5698,12.5881,12.6049,12.5843
59.59895,12.6899,12.6754,12.6858,12.6826,12.6791,12.6740,12.6579,12.6792,12.6985,12.6748
59.60937,12.7523,12.7359,12.7477,12.7440,12.7400,12.7342,12.7157,12.7402,12.7621,12.7351
59.61979,12.7904,12.7720,12.7852,12.7811,12.7767,12.7702,12.7493,12.7769,12.8013,12.7712
59.63020,12.8055,12.7851,12.7997,12.7952,12.7903,12.7831,12.7599,12.7905,12.8174,12.7842
59.64062,12.7893,12.7671,12.7830,12.7781,12.7727,12.7648,12.7394,12.7729,12.8022,12.7661
59.65104,12.7461,12.7220,12.7393,12.7340,12.7281,12.7196,12.6920,12.7284,12.7600,12.7210
59.66145,12.6844,12.6587,12.6771,12.6715,12.6652,12.6560,12.6263,12.6655,12.6993,12.6575
59.67187,12.6036,12.5761,12.5958,12.5898,12.5831,12.5733,12.5416,12.5834,12.6195,12.5749
59.68229,12.5058,12.4766,12.4975,12.4911,12.4841,12.4737,12.4399,12.4844,12.5226,12.4753
59.69270,12.3994,12.3686,12.3907,12.3839,12.3764,12.3654,12.3296,12.3768,12.4172,12.3671
59.70312,12.2893,12.2568,12.2801,12.2730,12.2651,12.2535,12.2158,12.2654,12.3080,12.2553
59.71354,12.1763,12.1425,12.1667,12.1593,12.1511,12.1391,12.0997,12.1515,12.1957,12.1410
59.72395,12.0664,12.0313,12.0565,12.0488,12.0402,12.0277,11.9867,12.0406,12.0865,12.0297
59.73437,11.9672,11.9310,11.9570,11.9490,11.9402,11.9273,11.8851,11.9406,11.9879,11.9293
59.74479,11.8775,11.8404,11.8670,11.8589,11.8499,11.8366,11.7936,11.8503,11.8986,11.8387
59.75520,11.7131,11.6751,11.7023,11.6940,11.6848,11.6711,11.6264,11.6852,11.7347,11.6733
59.76562,11.4483,11.4095,11.4374,11.4289,11.4195,11.4055,11.3594,11.4199,11.4702,11.4077
59.77604,11.2332,11.1939,11.2221,11.2135,11.2039,11.1898,11.1426,11.2044,11.2553,11.1920
59.78645,11.1115,11.0712,11.1002,11.0914,11.0815,11.0669,11.0182,11.0820,11.1344,11.0692
59.79687,11.0209,10.9792,11.0092,11.0001,10.9899,10.9748,10.9242,10.9904,11.0446,10.9772
59.80729,10.9473,10.9039,10.9352,10.9257,10.9151,10.8993,10.8466,10.9156,10.9719,10.9018
59.81770,10.8839,10.8388,10.8712,10.8614,10.8504,10.8340,10.7793,10.8509,10.9091,10.8366
59.82812,10.8251,10.7789,10.8122,10.8021,10.7908,10.7741,10.7176,10.7914,10.8508,10.7767
59.83854,10.7688,10.7218,10.7557,10.7455,10.7339,10.7168,10.6590,10.7345,10.7949,10.7195
59.84895,10.7137,10.6661,10.7004,10.6901,10.6784,10.6610,10.6019,10.6789,10.7401,10.6637
59.85937,10.6598,10.6116,10.6464,10.6359,10.6241,10.6065,10.5464,10.6246,10.6862,10.6093
59.86979,10.6069,10.5585,10.5934,10.5829,10.5710,10.5533,10.4925,10.5716,10.6334,10.5561
59.88020,10.5579,10.5095,10.5444,10.5339,10.5220,10.5042,10.4430,10.5226,10.5842,10.5071
59.89062,10.5160,10.4679,10.5027,10.4922,10.4804,10.4627,10.4015,10.4809,10.5420,10.4655
59.90104,10.4782,10.4308,10.4651,10.4548,10.4431,10.4256,10.3650,10.4437,10.5037,10.4284
59.91145,10.4412,10.3946,10.4284,10.4182,10.4068,10.3895,10.3295,10.4073,10.4664,10.3923
59.92187,10.4051,10.3591,10.3924,10.3824,10.3711,10.3542,10.2947,10.3717,10.4297,10.3569
59.93229,10.3692,10.3242,10.3568,10.3471,10.3360,10.3193,10.2606,10.3365,10.3933,10.3220
59.94270,10.3335,10.2896,10.3215,10.3119,10.3011,10.2848,10.2271,10.3016,10.3570,10.2874
59.95312,10.2980,10.2552,10.2863,10.2770,10.2665,10.2505,10.1939,10.2670,10.3208,10.2531
59.96354,10.2627,10.2211,10.2513,10.2423,10.2321,10.2166,10.1612,10.2326,10.2847,10.2190
59.97395,10.2274,10.1872,10.2164,10.2077,10.1978,10.1828,10.1288,10.1983,10.2486,10.1852
59.98437,10.1922,10.1534,10.1816,10.1732,10.1637,10.1491,10.0967,10.1641,10.2125,10.1514
59.99479,10.1569,10.1197,10.1468,10.1388,10.1296,10.1155,10.0648,10.1300,10.1764,10.1178
 
 
Surface temp inside (degC)
For zone: room
 
#Time "Base case       ","U01 0.33        ","U01 0.60        ","U01 0.90        ","U01 1.37        ","U01 3.16        ","U01 0.89        ","U01-0.62        ","U01 1.30        ","M-C run:   9    ",
32.00520,9.2266,9.2350,9.2290,9.2308,9.2329,9.2360,9.2474,9.2327,9.2222,9.2355
32.01562,9.2103,9.2196,9.2130,9.2150,9.2173,9.2207,9.2330,9.2171,9.2055,9.2202
32.02604,9.1948,9.2049,9.1977,9.1998,9.2024,9.2061,9.2194,9.2022,9.1895,9.2055
32.03645,9.1799,9.1908,9.1831,9.1853,9.1881,9.1921,9.2064,9.1879,9.1741,9.1915
32.04687,9.1651,9.1769,9.1685,9.1710,9.1739,9.1783,9.1936,9.1737,9.1589,9.1776
32.05729,9.1496,9.1622,9.1533,9.1559,9.1590,9.1637,9.1801,9.1589,9.1429,9.1630
32.06770,9.1329,9.1463,9.1368,9.1396,9.1429,9.1479,9.1654,9.1427,9.1257,9.1471
32.07812,9.1152,9.1295,9.1193,9.1223,9.1258,9.1311,9.1496,9.1256,9.1076,9.1303
32.08854,9.0969,9.1120,9.1013,9.1044,9.1082,9.1138,9.1334,9.1080,9.0888,9.1129
32.09895,9.0786,9.0946,9.0832,9.0865,9.0905,9.0964,9.1170,9.0903,9.0701,9.0955
32.10937,9.0606,9.0773,9.0654,9.0689,9.0731,9.0793,9.1010,9.0728,9.0516,9.0783
32.11979,9.0427,9.0603,9.0478,9.0515,9.0558,9.0623,9.0851,9.0556,9.0334,9.0613
