 
Zone db temperature (degC)
For zone: room
 
#Time "Base case       ","U01 0.33        ","U01 0.60        ","U01 0.90        ","U01 1.37        ","U01 3.16        ","U01 0.89        ","U01-0.62        ","U01 1.30        ","M-C run:   9    ",
46.66145,8.1536,8.1652,8.1563,8.1586,8.1617,8.1669,8.1912,8.1615,8.1496,8.1660
46.67187,8.1027,8.1114,8.1047,8.1063,8.1087,8.1128,8.1337,8.1085,8.1005,8.1121
46.68229,8.0585,8.0642,8.0596,8.0606,8.0622,8.0652,8.0825,8.0621,8.0578,8.0647
46.69270,8.0193,8.0220,8.0195,8.0199,8.0208,8.0228,8.0364,8.0207,8.0202,8.0224
46.70312,7.9824,7.9823,7.9819,7.9816,7.9818,7.9827,7.9927,7.9818,7.9849,7.9825
46.71354,7.9500,7.9471,7.9487,7.9479,7.9474,7.9472,7.9536,7.9474,7.9539,7.9472
46.72395,7.9241,7.9187,7.9221,7.9208,7.9196,7.9185,7.9215,7.9196,7.9294,7.9186
46.73437,7.9027,7.8949,7.9001,7.8982,7.8965,7.8945,7.8942,7.8965,7.9092,7.8948
46.74479,7.8841,7.8741,7.8809,7.8786,7.8763,7.8735,7.8701,7.8764,7.8917,7.8738
46.75520,7.8489,7.8369,7.8451,7.8423,7.8395,7.8359,7.8296,7.8396,7.8574,7.8364
46.76562,7.7939,7.7801,7.7896,7.7865,7.7832,7.7789,7.7700,7.7834,7.8033,7.7796
46.77604,7.7497,7.7344,7.7450,7.7416,7.7379,7.7330,7.7217,7.7381,7.7598,7.7338
46.78645,7.7181,7.7016,7.7132,7.7095,7.7055,7.7002,7.6869,7.7057,7.7288,7.7010
46.79687,7.6892,7.6718,7.6840,7.6801,7.6760,7.6702,7.6554,7.6762,7.7003,7.6711
46.80729,7.6623,7.6442,7.6570,7.6529,7.6486,7.6425,7.6263,7.6488,7.6737,7.6434
46.81770,7.6363,7.6176,7.6308,7.6267,7.6222,7.6159,7.5984,7.6224,7.6478,7.6168
46.82812,7.6113,7.5922,7.6058,7.6015,7.5969,7.5904,7.5721,7.5971,7.6229,7.5914
46.83854,7.5871,7.5678,7.5815,7.5772,7.5726,7.5659,7.5469,7.5728,7.5987,7.5670
46.84895,7.5639,7.5446,7.5583,7.5540,7.5494,7.5427,7.5232,7.5496,7.5754,7.5438
46.85937,7.5417,7.5226,7.5363,7.5320,7.5274,7.5208,7.5010,7.5276,7.5530,7.5218
46.86979,7.5207,7.5019,7.5153,7.5111,7.5066,7.5000,7.4802,7.5068,7.5317,7.5010
46.88020,7.5002,7.4819,7.4950,7.4910,7.4865,7.4801,7.4603,7.4867,7.5109,7.4811
46.89062,7.4801,7.4622,7.4750,7.4711,7.4668,7.4605,7.4410,7.4669,7.4904,7.4614
46.90104,7.4597,7.4425,7.4549,7.4511,7.4469,7.4408,7.4217,7.4471,7.4696,7.4417
46.91145,7.4393,7.4228,7.4346,7.4310,7.4270,7.4211,7.4026,7.4272,7.4487,7.4220
46.92187,7.4186,7.4029,7.4143,7.4108,7.4070,7.4014,7.3835,7.4071,7.4275,7.4022
46.93229,7.3975,7.3827,7.3934,7.3901,7.3865,7.3812,7.3641,7.3867,7.4059,7.3820
46.94270,7.3757,7.3618,7.3719,7.3688,7.3654,7.3604,7.3442,7.3656,7.3836,7.3612
46.95312,7.3533,7.3404,7.3498,7.3469,7.3437,7.3390,7.3238,7.3439,7.3606,7.3398
46.96354,7.3305,7.3185,7.3272,7.3245,7.3216,7.3173,7.3030,7.3218,7.3371,7.3180
46.97395,7.3073,7.2963,7.3043,7.3018,7.2992,7.2952,7.2820,7.2993,7.3133,7.2958
46.98437,7.2837,7.2738,7.2810,7.2788,7.2764,7.2728,7.2607,7.2765,7.2891,7.2733
46.99479,7.2598,7.2509,7.2574,7.2554,7.2533,7.2501,7.2392,7.2534,7.2646,7.2506
 
47.00520,7.2358,7.2281,7.2338,7.2320,7.2301,7.2273,7.2177,7.2302,7.2400,7.2278
47.01562,7.2123,7.2056,7.2105,7.2091,7.2074,7.2050,7.1967,7.2075,7.2158,7.2054
47.02604,7.1896,7.1841,7.1882,7.1869,7.1856,7.1835,7.1765,7.1856,7.1925,7.1839
47.03645,7.1679,7.1634,7.1667,7.1657,7.1646,7.1630,7.1572,7.1647,7.1702,7.1633
47.04687,7.1468,7.1434,7.1460,7.1452,7.1444,7.1431,7.1387,7.1444,7.1485,7.1433
47.05729,7.1259,7.1236,7.1254,7.1248,7.1243,7.1234,7.1203,7.1243,7.1270,7.1236
47.06770,7.1048,7.1036,7.1046,7.1043,7.1040,7.1035,7.1017,7.1040,7.1053,7.1036
47.07812,7.0836,7.0835,7.0837,7.0836,7.0836,7.0835,7.0830,7.0836,7.0835,7.0836
47.08854,7.0623,7.0633,7.0628,7.0629,7.0632,7.0635,7.0643,7.0631,7.0617,7.0634
47.09895,7.0411,7.0432,7.0418,7.0422,7.0427,7.0434,7.0456,7.0427,7.0398,7.0433
47.10937,7.0199,7.0230,7.0209,7.0215,7.0223,7.0234,7.0270,7.0222,7.0180,7.0232
47.11979,6.9987,7.0029,7.0000,7.0009,7.0019,7.0034,7.0083,7.0019,6.9962,7.0032
47.13020,6.9776,6.9829,6.9792,6.9803,6.9816,6.9835,6.9898,6.9815,6.9746,6.9832
47.14062,6.9566,6.9629,6.9585,6.9598,6.9614,6.9637,6.9713,6.9613,6.9530,6.9633
47.15104,6.9356,6.9430,6.9378,6.9394,6.9412,6.9439,6.9528,6.9411,6.9314,6.9434
47.16145,6.9147,6.9231,6.9172,6.9190,6.9211,6.9241,6.9344,6.9209,6.9100,6.9236
47.17187,6.8937,6.9032,6.8965,6.8985,6.9008,6.9043,6.9159,6.9007,6.8885,6.9037
47.18229,6.8723,6.8828,6.8754,6.8776,6.8802,6.8840,6.8969,6.8800,6.8665,6.8834
47.19270,6.8503,6.8617,6.8536,6.8560,6.8589,6.8630,6.8772,6.8587,6.8439,6.8624
47.20312,6.8276,6.8401,6.8312,6.8339,6.8369,6.8415,6.8569,6.8368,6.8208,6.8408
47.21354,6.8048,6.8182,6.8087,6.8115,6.8148,6.8197,6.8365,6.8147,6.7975,6.8190
47.22395,6.7826,6.7970,6.7868,6.7898,6.7933,6.7986,6.8166,6.7931,6.7748,6.7978
47.23437,6.7615,6.7767,6.7659,6.7691,6.7729,6.7785,6.7977,6.7727,6.7532,6.7776
47.24479,6.7414,6.7575,6.7460,6.7494,6.7534,6.7593,6.7797,6.7532,6.7326,6.7584
47.25520,6.7220,6.7389,6.7268,6.7304,6.7346,6.7409,6.7624,6.7344,6.7127,6.7399
47.26562,6.7033,6.7210,6.7083,6.7121,6.7165,6.7231,6.7457,6.7163,6.6936,6.7220
47.27604,6.6852,6.7038,6.6905,6.6945,6.6991,6.7059,6.7296,6.6988,6.6751,6.7048
47.28645,6.6678,6.6872,6.6733,6.6774,6.6822,6.6894,6.7141,6.6820,6.6572,6.6882
47.29687,6.6508,6.6710,6.6565,6.6608,6.6658,6.6733,6.6991,6.6656,6.6399,6.6721
47.30729,6.6339,6.6548,6.6398,6.6443,6.6495,6.6572,6.6841,6.6492,6.6226,6.6560
47.31770,6.6168,6.6385,6.6230,6.6276,6.6330,6.6410,6.6688,6.6327,6.6051,6.6397
47.32812,6.6021,6.6245,6.6084,6.6132,6.6187,6.6270,6.6559,6.6184,6.5900,6.6257
47.33854,6.6110,6.6341,6.6176,6.6225,6.6282,6.6368,6.6666,6.6279,6.5986,6.6354
47.34895,6.6465,6.6702,6.6532,6.6582,6.6641,6.6728,6.7034,6.6638,6.6337,6.6715
47.35937,6.6782,6.7023,6.6850,6.6901,6.6961,6.7050,6.7362,6.6958,6.6652,6.7036
47.36979,6.7016,6.7261,6.7085,6.7138,6.7198,6.7289,6.7606,6.7195,6.6884,6.7275
47.38020,6.7248,6.7497,6.7318,6.7371,6.7433,6.7525,6.7847,6.7430,6.7114,6.7510
47.39062,6.7485,6.7738,6.7556,6.7610,6.7673,6.7766,6.8093,6.7670,6.7349,6.7751
47.40104,6.7739,6.7996,6.7812,6.7866,6.7930,6.8025,6.8357,6.7927,6.7602,6.8010
47.41145,6.8007,6.8267,6.8080,6.8135,6.8200,6.8296,6.8633,6.8196,6.7867,6.8281
47.42187,6.8278,6.8541,6.8352,6.8408,6.8473,6.8571,6.8913,6.8470,6.8136,6.8555
47.43229,6.8545,6.8811,6.8620,6.8676,6.8742,6.8841,6.9187,6.8739,6.8402,6.8825
47.44270,6.8822,6.9091,6.8898,6.8955,6.9021,6.9121,6.9472,6.9018,6.8677,6.9105
47.45312,6.9115,6.9386,6.9191,6.9249,6.9316,6.9417,6.9771,6.9313,6.8970,6.9401
47.46354,6.9409,6.9682,6.9486,6.9544,6.9611,6.9713,7.0070,6.9608,6.9263,6.9697
47.47395,6.9692,6.9966,6.9769,6.9827,6.9895,6.9997,7.0356,6.9892,6.9546,6.9981
47.48437,6.9974,7.0249,7.0051,7.0110,7.0178,7.0280,7.0640,7.0174,6.9828,7.0263
47.49479,7.0262,7.0537,7.0339,7.0398,7.0466,7.0568,7.0929,7.0462,7.0117,7.0551
47.50520,7.0876,7.1149,7.0952,7.1010,7.1078,7.1180,7.1541,7.1074,7.0731,7.1163
47.51562,7.2150,7.2421,7.2226,7.2284,7.2351,7.2451,7.2810,7.2347,7.2007,7.2435
47.52604,7.3819,7.4083,7.3893,7.3949,7.4015,7.4114,7.4465,7.4011,7.3679,7.4098
47.53645,7.5746,7.6000,7.5817,7.5871,7.5934,7.6029,7.6370,7.5931,7.5611,7.6014
47.54687,7.7439,7.7681,7.7506,7.7558,7.7618,7.7709,7.8033,7.7615,7.7311,7.7694
47.55729,7.8103,7.8332,7.8167,7.8215,7.8272,7.8358,7.8665,7.8269,7.7982,7.8344
47.56770,7.7983,7.8201,7.8044,7.8090,7.8145,7.8226,7.8519,7.8142,7.7869,7.8213
47.57812,7.7482,7.7692,7.7541,7.7585,7.7638,7.7717,7.8001,7.7635,7.7372,7.7704
47.58854,7.6961,7.7167,7.7018,7.7062,7.7113,7.7191,7.7471,7.7110,7.6853,7.7178
47.59895,7.6733,7.6935,7.6789,7.6832,7.6882,7.6959,7.7237,7.6880,7.6628,7.6947
47.60937,7.6627,7.6825,7.6682,7.6724,7.6773,7.6848,7.7123,7.6771,7.6526,7.6836
47.61979,7.6548,7.6739,7.6601,7.6641,7.6689,7.6761,7.7030,7.6686,7.6451,7.6750
47.63020,7.6491,7.6671,7.6540,7.6578,7.6624,7.6693,7.6952,7.6621,7.6400,7.6682
47.64062,7.6427,7.6595,7.6473,7.6508,7.6550,7.6615,7.6861,7.6548,7.6344,7.6605
47.65104,7.6365,7.6519,7.6407,7.6439,7.6478,7.6538,7.6769,7.6476,7.6291,7.6529
47.66145,7.6310,7.6449,7.6348,7.6377,7.6412,7.6467,7.6681,7.6410,7.6245,7.6458
47.67187,7.6267,7.6390,7.6300,7.6326,7.6357,7.6406,7.6601,7.6355,7.6210,7.6398
47.68229,7.6235,7.6341,7.6263,7.6285,7.6312,7.6355,7.6532,7.6310,7.6187,7.6348
47.69270,7.6202,7.6293,7.6226,7.6244,7.6267,7.6305,7.6461,7.6266,7.6164,7.6299
47.70312,7.6168,7.6242,7.6187,7.6202,7.6221,7.6252,7.6389,7.6220,7.6138,7.6247
47.71354,7.6146,7.6204,7.6161,7.6175,7.6187,7.6213,7.6330,7.6187,7.6125,7.6209
47.72395,7.6145,7.6188,7.6155,7.6169,7.6175,7.6195,7.6293,7.6174,7.6132,7.6192
47.73437,7.6146,7.6175,7.6153,7.6159,7.6166,7.6180,7.6259,7.6165,7.6140,7.6178
47.74479,7.6142,7.6158,7.6145,7.6148,7.6152,7.6162,7.6223,7.6152,7.6144,7.6160
47.75520,7.5942,7.5946,7.5942,7.5942,7.5943,7.5948,7.5992,7.5943,7.5950,7.5947
47.76562,7.5516,7.5508,7.5513,7.5510,7.5509,7.5509,7.5538,7.5509,7.5530,7.5509
47.77604,7.5176,7.5159,7.5170,7.5165,7.5162,7.5159,7.5174,7.5161,7.5194,7.5159
47.78645,7.4951,7.4927,7.4943,7.4937,7.4932,7.4926,7.4931,7.4932,7.4973,7.4927
47.79687,7.4746,7.4715,7.4737,7.4729,7.4722,7.4714,7.4709,7.4722,7.4771,7.4715
47.80729,7.4559,7.4522,7.4547,7.4539,7.4530,7.4520,7.4506,7.4530,7.4586,7.4521
47.81770,7.4382,7.4341,7.4370,7.4360,7.4350,7.4338,7.4316,7.4351,7.4412,7.4340
47.82812,7.4219,7.4173,7.4205,7.4195,7.4184,7.4170,7.4140,7.4184,7.4250,7.4172
47.83854,7.4061,7.4012,7.4047,7.4035,7.4024,7.4008,7.3973,7.4024,7.4094,7.4010
47.84895,7.3908,7.3857,7.3893,7.3882,7.3869,7.3853,7.3813,7.3870,7.3942,7.3855
47.85937,7.3757,7.3705,7.3742,7.3730,7.3718,7.3701,7.3657,7.3718,7.3791,7.3703
47.86979,7.3608,7.3555,7.3593,7.3581,7.3568,7.3551,7.3505,7.3569,7.3641,7.3554
47.88020,7.3460,7.3408,7.3445,7.3434,7.3421,7.3404,7.3357,7.3421,7.3492,7.3406
47.89062,7.3316,7.3266,7.3302,7.3291,7.3279,7.3262,7.3215,7.3279,7.3347,7.3265
47.90104,7.3177,7.3129,7.3164,7.3153,7.3142,7.3126,7.3080,7.3142,7.3205,7.3128
47.91145,7.3039,7.2995,7.3027,7.3017,7.3007,7.2992,7.2949,7.3007,7.3065,7.2994
47.92187,7.2901,7.2861,7.2890,7.2881,7.2872,7.2858,7.2819,7.2872,7.2924,7.2860
47.93229,7.2760,7.2726,7.2751,7.2743,7.2735,7.2723,7.2688,7.2735,7.2780,7.2725
47.94270,7.2615,7.2586,7.2607,7.2601,7.2594,7.2584,7.2555,7.2594,7.2632,7.2586
47.95312,7.2466,7.2444,7.2461,7.2456,7.2450,7.2443,7.2420,7.2451,7.2480,7.2444
47.96354,7.2314,7.2299,7.2311,7.2307,7.2303,7.2298,7.2283,7.2303,7.2323,7.2299
47.97395,7.2155,7.2147,7.2154,7.2151,7.2150,7.2147,7.2139,7.2149,7.2160,7.2147
47.98437,7.1986,7.1986,7.1987,7.1987,7.1987,7.1987,7.1988,7.1987,7.1987,7.1987
47.99479,7.1811,7.1819,7.1814,7.1815,7.1817,7.1820,7.1830,7.1817,7.1806,7.1820
 
48.00520,7.1538,7.1554,7.1544,7.1547,7.1551,7.1557,7.1577,7.1551,7.1529,7.1556
48.01562,7.1162,7.1187,7.1170,7.1175,7.1181,7.1190,7.1220,7.1181,7.1148,7.1189
48.02604,7.0797,7.0830,7.0807,7.0814,7.0822,7.0835,7.0876,7.0822,7.0778,7.0833
48.03645,7.0450,7.0494,7.0463,7.0473,7.0484,7.0500,7.0554,7.0483,7.0425,7.0497
48.04687,7.0132,7.0186,7.0148,7.0160,7.0173,7.0193,7.0260,7.0172,7.0102,7.0190
48.05729,6.9842,6.9906,6.9861,6.9874,6.9890,6.9914,6.9993,6.9889,6.9806,6.9910
48.06770,6.9562,6.9636,6.9584,6.9600,6.9618,6.9645,6.9737,6.9617,6.9521,6.9641
48.07812,6.9296,6.9380,6.9321,6.9339,6.9359,6.9390,6.9493,6.9358,6.9250,6.9385
48.08854,6.9039,6.9132,6.9066,6.9086,6.9109,6.9142,6.9258,6.9107,6.8988,6.9137
48.09895,6.8790,6.8893,6.8820,6.8842,6.8867,6.8904,6.9032,6.8866,6.8734,6.8899
48.10937,6.8549,6.8661,6.8582,6.8605,6.8633,6.8674,6.8813,6.8631,6.8488,6.8667
48.11979,6.8316,6.8437,6.8351,6.8376,6.8406,6.8450,6.8601,6.8405,6.8250,6.8443
48.13020,6.8086,6.8216,6.8124,6.8151,6.8183,6.8231,6.8393,6.8181,6.8015,6.8223
48.14062,6.7853,6.7992,6.7893,6.7923,6.7957,6.8008,6.8183,6.7955,6.7777,6.8000
48.15104,6.7612,6.7760,6.7655,6.7686,6.7723,6.7777,6.7964,6.7721,6.7531,6.7769
48.16145,6.7365,6.7523,6.7411,6.7444,6.7483,6.7541,6.7739,6.7481,6.7279,6.7532
48.17187,6.7116,6.7283,6.7164,6.7199,6.7240,6.7301,6.7512,6.7238,6.7025,6.7292
48.18229,6.6867,6.7044,6.6918,6.6955,6.6999,6.7064,6.7286,6.6997,6.6771,6.7053
48.19270,6.6623,6.6808,6.6676,6.6715,6.6761,6.6829,6.7063,6.6758,6.6522,6.6818
48.20312,6.6381,6.6575,6.6436,6.6478,6.6526,6.6597,6.6844,6.6523,6.6275,6.6586
48.21354,6.6140,6.6344,6.6198,6.6242,6.6292,6.6367,6.6625,6.6289,6.6030,6.6355
48.22395,6.5902,6.6114,6.5962,6.6008,6.6060,6.6138,6.6409,6.6057,6.5786,6.6126
48.23437,6.5665,6.5886,6.5728,6.5775,6.5829,6.5911,6.6193,6.5827,6.5544,6.5898
48.24479,6.5429,6.5659,6.5494,6.5543,6.5600,6.5685,6.5978,6.5597,6.5304,6.5671
48.25520,6.5194,6.5432,6.5261,6.5312,6.5371,6.5459,6.5764,6.5368,6.5064,6.5445
48.26562,6.4959,6.5206,6.5029,6.5082,6.5143,6.5234,6.5551,6.5140,6.4826,6.5220
48.27604,6.4726,6.4981,6.4798,6.4853,6.4916,6.5010,6.5338,6.4913,6.4588,6.4995
48.28645,6.4493,6.4756,6.4568,6.4624,6.4689,6.4786,6.5125,6.4686,6.4351,6.4771
48.29687,6.4263,6.4535,6.4340,6.4398,6.4465,6.4565,6.4915,6.4461,6.4116,6.4549
48.30729,6.4041,6.4321,6.4120,6.4180,6.4249,6.4352,6.4712,6.4245,6.3890,6.4336
48.31770,6.3860,6.4147,6.3941,6.4002,6.4073,6.4179,6.4550,6.4069,6.3705,6.4162
48.32812,6.3715,6.4010,6.3799,6.3862,6.3934,6.4044,6.4425,6.3931,6.3556,6.4026
48.33854,6.3765,6.4069,6.3851,6.3916,6.3991,6.4103,6.4496,6.3987,6.3601,6.4086
48.34895,6.4064,6.4374,6.4151,6.4218,6.4295,6.4409,6.4810,6.4291,6.3896,6.4391
48.35937,6.4326,6.4639,6.4414,6.4481,6.4559,6.4674,6.5079,6.4555,6.4157,6.4656
48.36979,6.4504,6.4821,6.4593,6.4661,6.4739,6.4856,6.5267,6.4735,6.4333,6.4838
48.38020,6.4678,6.4999,6.4768,6.4837,6.4916,6.5035,6.5452,6.4912,6.4505,6.5016
48.39062,6.4859,6.5185,6.4951,6.5021,6.5101,6.5221,6.5644,6.5097,6.4685,6.5202
48.40104,6.5062,6.5392,6.5155,6.5226,6.5307,6.5429,6.5858,6.5303,6.4885,6.5410
48.41145,6.5280,6.5614,6.5374,6.5446,6.5528,6.5652,6.6086,6.5524,6.5101,6.5632
48.42187,6.5504,6.5842,6.5599,6.5671,6.5755,6.5880,6.6320,6.5751,6.5322,6.5860
48.43229,6.5722,6.6065,6.5819,6.5892,6.5976,6.6103,6.6549,6.5972,6.5539,6.6083
48.44270,6.5951,6.6297,6.6048,6.6122,6.6208,6.6336,6.6786,6.6203,6.5766,6.6315
48.45312,6.6193,6.6541,6.6291,6.6365,6.6451,6.6581,6.7036,6.6447,6.6006,6.6560
48.46354,6.6428,6.6780,6.6527,6.6602,6.6689,6.6819,6.7278,6.6684,6.6241,6.6798
48.47395,6.6638,6.6991,6.6737,6.6813,6.6900,6.7031,6.7494,6.6895,6.6450,6.7010
48.48437,6.6826,6.7181,6.6926,6.7001,6.7089,6.7221,6.7686,6.7084,6.6637,6.7200
48.49479,6.7003,6.7358,6.7102,6.7178,6.7266,6.7398,6.7866,6.7262,6.6814,6.7377
48.50520,6.7164,6.7520,6.7263,6.7339,6.7427,6.7560,6.8030,6.7423,6.6975,6.7539
48.51562,6.7309,6.7664,6.7408,6.7484,6.7572,6.7704,6.8175,6.7568,6.7121,6.7683
48.52604,6.7453,6.7807,6.7552,6.7627,6.7715,6.7847,6.8318,6.7710,6.7266,6.7826
48.53645,6.7600,6.7952,6.7698,6.7773,6.7860,6.7992,6.8462,6.7856,6.7414,6.7971
48.54687,6.7735,6.8084,6.7832,6.7907,6.7993,6.8124,6.8592,6.7989,6.7551,6.8103
48.55729,6.7849,6.8195,6.7945,6.8019,6.8104,6.8234,6.8699,6.8100,6.7667,6.8213
48.56770,6.7950,6.8292,6.8045,6.8118,6.8203,6.8331,6.8792,6.8198,6.7771,6.8311
48.57812,6.8042,6.8379,6.8136,6.8208,6.8291,6.8418,6.8875,6.8287,6.7866,6.8398
48.58854,6.8111,6.8443,6.8204,6.8274,6.8357,6.8481,6.8933,6.8352,6.7938,6.8462
48.59895,6.8144,6.8471,6.8235,6.8304,6.8385,6.8508,6.8954,6.8381,6.7975,6.8489
48.60937,6.8147,6.8467,6.8236,6.8304,6.8383,6.8504,6.8944,6.8379,6.7981,6.8485
48.61979,6.8126,6.8441,6.8213,6.8280,6.8358,6.8477,6.8911,6.8354,6.7964,6.8458
48.63020,6.8077,6.8385,6.8162,6.8227,6.8304,6.8421,6.8848,6.8300,6.7918,6.8402
48.64062,6.7998,6.8299,6.8081,6.8145,6.8220,6.8334,6.8754,6.8216,6.7842,6.8316
48.65104,6.7901,6.8197,6.7983,6.8045,6.8119,6.8231,6.8644,6.8115,6.7750,6.8213
48.66145,6.7794,6.8083,6.7874,6.7935,6.8007,6.8117,6.8522,6.8003,6.7646,6.8099
48.67187,6.7680,6.7963,6.7758,6.7818,6.7888,6.7996,6.8394,6.7885,6.7536,6.7979
48.68229,6.7562,6.7838,6.7638,6.7696,6.7765,6.7870,6.8261,6.7762,6.7421,6.7854
48.69270,6.7431,6.7701,6.7505,6.7562,6.7630,6.7733,6.8117,6.7626,6.7294,6.7716
48.70312,6.7287,6.7551,6.7359,6.7415,6.7481,6.7582,6.7959,6.7478,6.7153,6.7566
48.71354,6.7152,6.7411,6.7223,6.7278,6.7342,6.7441,6.7811,6.7339,6.7021,6.7425
48.72395,6.7048,6.7302,6.7118,6.7172,6.7235,6.7332,6.7695,6.7232,6.6920,6.7316
48.73437,6.6965,6.7213,6.7033,6.7086,6.7148,6.7243,6.7599,6.7144,6.6840,6.7228
48.74479,6.6891,6.7135,6.6958,6.7009,6.7070,6.7164,6.7514,6.7067,6.6768,6.7149
48.75520,6.6632,6.6872,6.6698,6.6748,6.6808,6.6900,6.7245,6.6805,6.6511,6.6885
48.76562,6.6153,6.6390,6.6218,6.6268,6.6327,6.6418,6.6759,6.6324,6.6034,6.6404
48.77604,6.5759,6.5995,6.5824,6.5874,6.5933,6.6023,6.6363,6.5930,6.5640,6.6009
48.78645,6.5474,6.5710,6.5539,6.5588,6.5647,6.5738,6.6077,6.5644,6.5355,6.5723
48.79687,6.5198,6.5433,6.5263,6.5312,6.5371,6.5461,6.5798,6.5368,6.5080,6.5446
48.80729,6.4927,6.5161,6.4992,6.5041,6.5099,6.5189,6.5525,6.5096,6.4809,6.5175
48.81770,6.4651,6.4885,6.4716,6.4765,6.4823,6.4913,6.5249,6.4820,6.4533,6.4899
48.82812,6.4373,6.4608,6.4438,6.4487,6.4546,6.4635,6.4971,6.4543,6.4254,6.4621
48.83854,6.4093,6.4328,6.4157,6.4207,6.4266,6.4356,6.4692,6.4263,6.3973,6.4341
48.84895,6.3814,6.4051,6.3879,6.3929,6.3988,6.4079,6.4416,6.3985,6.3694,6.4064
48.85937,6.3538,6.3777,6.3604,6.3654,6.3714,6.3805,6.4144,6.3711,6.3417,6.3790
48.86979,6.3264,6.3505,6.3330,6.3381,6.3441,6.3533,6.3874,6.3438,6.3141,6.3518
48.88020,6.2988,6.3232,6.3055,6.3107,6.3168,6.3260,6.3604,6.3164,6.2863,6.3245
48.89062,6.2710,6.2957,6.2779,6.2831,6.2892,6.2986,6.3333,6.2889,6.2584,6.2971
48.90104,6.2429,6.2680,6.2498,6.2551,6.2614,6.2709,6.3060,6.2611,6.2300,6.2694
48.91145,6.2144,6.2399,6.2215,6.2269,6.2332,6.2429,6.2785,6.2329,6.2013,6.2414
48.92187,6.1856,6.2116,6.1928,6.1983,6.2048,6.2146,6.2507,6.2044,6.1722,6.2130
48.93229,6.1565,6.1830,6.1638,6.1694,6.1760,6.1860,6.2228,6.1757,6.1428,6.1844
48.94270,6.1270,6.1540,6.1345,6.1402,6.1470,6.1572,6.1946,6.1466,6.1130,6.1555
48.95312,6.0971,6.1248,6.1048,6.1107,6.1175,6.1280,6.1661,6.1172,6.0828,6.1263
48.96354,6.0670,6.0953,6.0748,6.0808,6.0879,6.0985,6.1374,6.0875,6.0522,6.0968
48.97395,6.0368,6.0658,6.0449,6.0510,6.0582,6.0691,6.1088,6.0579,6.0217,6.0674
48.98437,6.0068,6.0365,6.0150,6.0213,6.0287,6.0399,6.0805,6.0283,5.9912,6.0381
48.99479,5.9767,6.0071,5.9851,5.9916,5.9992,6.0106,6.0522,5.9988,5.9607,6.0088
 
49.00520,5.9468,5.9781,5.9555,5.9621,5.9699,5.9816,6.0242,5.9695,5.9304,5.9798
49.01562,5.9178,5.9500,5.9268,5.9336,5.9416,5.9536,5.9972,5.9412,5.9010,5.9517
49.02604,5.8900,5.9230,5.8992,5.9062,5.9144,5.9268,5.9714,5.9140,5.8726,5.9248
49.03645,5.8627,5.8966,5.8721,5.8794,5.8878,5.9005,5.9463,5.8873,5.8448,5.8985
49.04687,5.8354,5.8702,5.8451,5.8525,5.8611,5.8742,5.9212,5.8607,5.8170,5.8721
49.05729,5.8074,5.8432,5.8174,5.8250,5.8339,5.8473,5.8954,5.8334,5.7885,5.8451
49.06770,5.7786,5.8153,5.7888,5.7967,5.8058,5.8195,5.8689,5.8053,5.7591,5.8173
49.07812,5.7492,5.7870,5.7598,5.7678,5.7772,5.7913,5.8420,5.7767,5.7293,5.7891
49.08854,5.7196,5.7584,5.7304,5.7387,5.7483,5.7628,5.8147,5.7478,5.6991,5.7605
49.09895,5.6896,5.7294,5.7007,5.7092,5.7191,5.7339,5.7872,5.7186,5.6685,5.7316
49.10937,5.6593,5.7002,5.6707,5.6794,5.6895,5.7048,5.7594,5.6890,5.6377,5.7024
49.11979,5.6288,5.6707,5.6405,5.6494,5.6598,5.6754,5.7314,5.6593,5.6066,5.6729
49.13020,5.5980,5.6410,5.6100,5.6192,5.6298,5.6459,5.7032,5.6293,5.5753,5.6433
49.14062,5.5671,5.6112,5.5794,5.5888,5.5997,5.6162,5.6749,5.5992,5.5438,5.6135
49.15104,5.5362,5.5813,5.5487,5.5584,5.5695,5.5864,5.6465,5.5690,5.5123,5.5837
49.16145,5.5052,5.5513,5.5180,5.5279,5.5393,5.5565,5.6181,5.5387,5.4807,5.5538
49.17187,5.4740,5.5212,5.4871,5.4972,5.5089,5.5265,5.5895,5.5083,5.4490,5.5237
49.18229,5.4424,5.4907,5.4559,5.4662,5.4781,5.4961,5.5605,5.4775,5.4169,5.4932
49.19270,5.4104,5.4596,5.4241,5.4346,5.4468,5.4652,5.5310,5.4462,5.3843,5.4623
49.20312,5.3780,5.4282,5.3920,5.4027,5.4151,5.4339,5.5010,5.4145,5.3513,5.4309
49.21354,5.3452,5.3965,5.3595,5.3705,5.3831,5.4023,5.4708,5.3825,5.3180,5.3993
49.22395,5.3121,5.3644,5.3267,5.3378,5.3508,5.3703,5.4402,5.3501,5.2844,5.3672
49.23437,5.2787,5.3320,5.2935,5.3049,5.3181,5.3380,5.4092,5.3174,5.2504,5.3348
49.24479,5.2449,5.2991,5.2600,5.2716,5.2850,5.3053,5.3778,5.2843,5.2161,5.3020
49.25520,5.2110,5.2663,5.2264,5.2382,5.2518,5.2725,5.3464,5.2512,5.1818,5.2692
49.26562,5.1777,5.2339,5.1933,5.2053,5.2192,5.2402,5.3154,5.2185,5.1479,5.2369
49.27604,5.1451,5.2023,5.1610,5.1732,5.1874,5.2087,5.2852,5.1867,5.1149,5.2053
